text,label
لعنة معطوب عليكم ستحل عليكم لعنة معطوب .. معطوب لن يغفر لكم,1
Kamel ouled França ..........,1
تقرب من الشخص الذي باعك الآلة هو يتحمل مسؤوليته و اذا رفض اتصلي بي على الخاص,0
اذا كانت حدود بلادنا ملتهبة على الجيش حمايتنا لأنه هذع مهامه الدستورية حماية الحدود,0
نتبع ما يروج له البعض و يقول اننا في ازمة,0
الحاجة لي حيرتني الناس لي راهي دافع عليه  راه يرزق فيكم مثلا  ؟؟ ,1
كون خلقك ربي ڨرڨاعة مشي خير 💩💩 mother fucker,1
المرة الجاية دالتك يا صاحب مقولة فريت اوملات بلبيض انت صاحبك خباز لندن,1
لا يمكنني ان انكر انها توجد حقيقة في كلامك,0
بلاد الخرا,1
نحتاج شاحنة ماجور لبيع,0
ضربة موجعة 😁,0
الادمين: فقير,0
من ارقى ماسمعت وابدع بعزفها بعده اندريه ريو,0
Hokme el kaskita,0
الكلب الطحان الحركي الخائن للوطن وراه كاين رجال يوقفو لك والله تندمو,1
انا اول واحد يشجع مصر في النهائ و هذا راي الخاص و لي يعلق نطيحله قلت هذا رائ الخاص,0
مرحبا،,0
بلا شك وكما تبين المؤشرات هناك معاهدة بين حكام الجزائر القدامى وبين فرنسا على أن تبقى الجزائر فرنسية التحكم  والتسييرلكن جزائرية التدبير . بالنسبة للتدبير لا يهم فرنسا لذلك الملايير راحت ولا يهمها لكن التسيير يهمها ولتزم تحافظ على السلطة التي يشرف عليها الجيش المدرب والمتخرج والمجنس فرنسا.,0
"اليوم سينام ربراب رفقة حداد في سجن الحراش ..العاقبة لبقية أفراد العصابة""",1
اسعار الثوم تنهار في وادي سوف لا مضاربه ولا احتكار هذه هي عقليه الرجال تحيه كبيره لجميع لفلاحين في الولايه  ,0
مثله مثل جميع جنرالات تكوينهم كان في فرنسا مثل القائد فايح(قائد الأركان السابق).تعيش مسخريحة(قائد الأركان الحالي).وقلي بن قلي(قائد الحرس الجمهوري الحالي)....الخ من كابرنات خرنسا,1
بوراك مفور و لا أروع جربيه سيدتي   ماتشريش زيت ربراب,0
يماك قالتلو ارواح نيكني ,1
اتعس اسبوع علی الاطلاق,0
الله يرحم معطوب لوناس و تحيا المولودية ❤💚,0
اه صي جرباته,0
Rak ada hna,0
السلام عليكم ورحمة الله وبركاته انا علقمة بن محمد من الجزائر أنصحك بأن تعلن التوبة لإنك مرتزق متصهين عميل لاسيادك الصليبيين والماسون,1
Yel kelba ,1
اللهم آمين يارب العالمين  اللهم كن عونا لإخواننا في الجزائر وارزقهم الصبر..وارفع عنا وعنهم البلاء والوباء والمحن ماظهر منها وما بطن آمين ..آمين..يارب العالمين ...اخوكم..من المغرب...وتحية للأستاذ زيتوت...,0
منتج ذو جودة عاليا وسعر في متناول الجميع بموصفات عديدة ..,0
انا شاوي و نقولهالكم من اللخر نتوما تغيرو من الامازيغ لانهم رجال عليكم و تاريخهم باين ميش كيفكم يا كبابل اليمن ماتنساوش بلي الشاوية هوما لي جابو الاستقلال ( امازيغ ماشي خليجيين ) .,1
احي على زبي ياتل روح تعطي,1
يقحبببة وشنو هاذي,1
مبروك خونا أمير ..... إلى الأمام إلى الأمام.  الله يحفظك,0
السلام عليكم حاب نشري مكيف هواء 12000 راني متواجد ببوسعادة,0
هذي كاع بوصبع لزراق واش درت فينا,1
الكلب راح لروسيا يشيت لعمامرة لم يبقى لكم الكثير من الوقت سوف ترحل مع كلابك و الحكومة الرخيسة,1
جوعتوني امممممم,0
روح نيك حياتكم، مسلم و أفتخر.... معطوب مغني و أسطوري.... ليمعجبوش الحال يروح يعطي 😡😡😡😡😡😡,1
maghadni walo apar  Moloudia w lmara l jaya byen nejma  ⭐️ __💚❤️,0
الطرطور و البناء العجوز ... ,0
و انت واش وجعك ؟؟,1
علاه هاذو نص مزادوش مرفهين مش محال راه كاين ملياردير في قلوتي وانا لاخبر,1
المشكلة التي نسيت ان اذكرها ..هي واش دخل الحكومة في الجفاف؟؟تعلن اولا تعلن علاش تحشر انفها في الامور  هذي يخي تاع ربي والا هم ثاني عندهم دخل ؟؟,0
محمد صلاح,0
لكل مجتهد نصيب مبروك خونا امير وحيا الله الاحرار,0
وجي بردوع قلك زيطوط ماشو مليح انا مع زيطوط حب من حب وكره من كره لكلام  لي يهدر فيه كل عايشينو في الواقع فالتسقط العصابة المرتزقة,1
""" السيد إسعد ربراب رجل ضحية الحكم والنظام الفاسد""",0
انا خاصني تلفاز سمارت تفي يخدم بسيستام أندرويد شحال يدير من فضلكم,0
ههههه نغيزك قدام داركم,1
Dok yjiwak les potterhead y9ouloulk hogwarts is real 😂😂,1
لكن اريده من لاميزون يعني لازم نروح لبجاية,0
لما أقرأ التعليقات احس انني أعيش بين مجموعة من الاغبياء المستحمرين بفضل النظام العسكري الذي جعل عقلهم في حالة ركود تام,1
دااااااااااب على وزن حمار,1
هل عندكم فرع بولاية البويرة اريد الشراء اين اتوجه,0
حتي الكيف,0
مي كلاتك,1
باين جامي خرجت من داركم,1
نتا غامل علبالك سما لي يلبس لاكوست ولاريني لي تتباع بثلث ملابن للحبة نتا خير منو ولا كفاه ؟ تغيض والله ,1
ان لله واليه راجعون الله يرحمها برحته ويدخلها فسيح جنانه امين يارب اللهم ثبتها عندالسوال عضم الله اجركم ياعائلة سلال,0
هل من مناصب عمل في مصنع براند بسطيف ,0
@user وقتاش تكملو الديوان ؟ ❤️❤️❤️,0
Tu es le chicour de leur genenal tnoufik Amir ,1
"صباح اللباقة يا ناقة روح تعطي بكل أناقة 
شكراا",1
حي الله الحمار,1
بلاد ميكي عوضا مايدخلو اويحيا لي حسدهم ف باطة ياغورة راحو لربراب لي يخدم فل الاف تا شعب فل مصانع,1
استهدوا بالله في هذا الوطن ,0
اسناو ضرك تتريقل لبلاد 🥱,0
علاه رني جاي نخطب ختك مثلا باش تشرط عليا هكا؟؟,1
"مبارك ان شاب الله 
دولة مدنية ماشي عسكرية",0
C’est vrai rez9 3la allah bsh ki tkhdm yjik rez9 mchi tetzewej w tmermedha m3ak nta bla khedma w tgouli yji rez9 😏,0
الله ينعلك ياجايح,1
Nta bayn ka3ba ou 3ndk 3o9da mn 16 rabi yjiblk chafa ya lmahroo9 🤣,1
حيا الله الحرار دولة مدينة مشي عسكرية الشرطة ولد قحبة الكلب عيصبا,1
اتهلاو بالسلعة و السومة,0
اللهم اميييييين,0
السلام عليكم مساء النور اخي الكريم من فضلك نسقسيك فقط نحوس ندخل للشركة نتاع الادوات المنزلية هاذي نتاعكم كشما فيها دوسي ولا سيفي ووكتاه تدخلو العمال وشكرا وبارك الله فيك,0
من المفروض كتكوين اكاديمي يلزم اللاعب يتعلم الفرنسية و الانجليزية ولو بشكل يخليه يفهم معاني وجمل ف اختصاص كرة القدم,0
نعبد ربي الحمد الله يا رب,0
ههههههههههه 1.5 مليار دولار عاود لحساب ولا مقريتش رياضيات؟؟ 🤔🤔,1
عير بجاية وجيجل برك الي تدعيلهم خهههههههه,0
هاتلي فريت اومليت بلاوبيض,0
روح ياكلب فرانسا يا منافق يا لقيط,1
اسم الجلالة متزيدش تنطقو يا مسخ الفم والملحد,1
اخطونا رانا ملاح,1
ربي يحفظك اخي العربي و سلامي الي كل الأحرار الجزائر. لا للانتخابات مع العصابات. يجب أن تدهب حكومة الخردا و القايد الفايح ولاحاسين الرونجاس.,1
حمود بوعلام عندو اكثر من قرن وهو يخدم لم يكون العشر من ثروة ربراب في 10 سنوات فقط,1
شكون هاذوا 🤔,0
نيك ماتكم كامل,1
"Allah irehmou DA LOUNES Isha'allah
IZEM N DJARDJAR",0
بوص بع الأغ يول  😑 ماراك داير فينا,1
السياسي الجبور اتعلمو بالو يا جايحين ..,0
اللهم امين,0
وراك عيش قبل  ياحلوف,1
رجعت خرا,1
عودة القتله الجزاءر,1
AmaziGh chwaker L'aFriQue khou👌 w nTouma Ya L3reb b9aw 3iChoU F rechwa w LeHsou ronJas Ta3 DouLa يالمنافقين,1
RT @user بنزيمة بزاف,0
بدل الشارجور,0
الارهاب هو هدا النظام الفاسد و المفلس,1
الاجرام العسكري بعينه,0
اشرب بول البعير و تغطا مليح,1
"مخابرات إرهابية.... تسقط المافيا العسكرية
دولة مدينة ماشي عسكرية✌💪",0
نتا باينة خدعاتك مدامتك معا واحد يلبس لاكوست,1
بارك آلله فيكم علي الجزائر الجديدة يا حكومة العار قد تثبتون من يوم لآخر أنكم أخطر من العصابة المسجونة والمخلوعة التي لم نري من قبل هذا الالتهاب في الأسعار وعجز القدرة الشرائية للمواطن الذي دمرته و هو علي وشك الانهيار والافلاس,1
Hhhhhhh kayen menha,0
هادا رخس كبير...........نسا ماشي مليح ليهم التحلاب تاع سقلة,1
الى كل القبائل يجب علينا مساندة ربراب لان اللعبة مكشوفة فيقو يا لقبايل قبل فوات الآوان,0
تحيا فرنسا نطالب بالعودة,0
روحي ربي ينعلك ربي يحرسك خافي ربي دنيا ما دوم,1
ما دام بوصبع الذي لا دين له ولا وطن له موجود على ارض الشهداء الشرفاء / أقسم بالله أن هذا البلد لن يتحرر أبدا / اللهم بوصبع يتوب عليه ربي ويخرج من عبادة العباد الى عبادة رب العباد ,1
نجم ندير بيزا ولا سوفلي ولا غراتا ......... بزاف حوايج,0
إنك تذكر آلهتنا بسوء، عليك سحائب اللعنة 😅,1
"أنت وقحة ولا تستحيين. لم تحترمي حتى نفسك .فما بالك بالآخرين.  قال أحد الشعراء قديما:
(لا تقل أصلي وفصلي أبدا........إنما أصل الفتى ما قد حصل.) لست في محل الدفاع عن أمير. لأنه ليس بحاجة إلى ذلك. وهو غني عن التعريف. ولكن فقط .أن تحسني لغتك. ومستواك الفكري والأخلاقي.",1
اخوتنا القباءل ليسوا مجانين لكي يكسروا الثورۃ من اجل ربراب. فمن يرد القيام بذلك هم نوعيۃ سيدي السعيد و اصحابه و ليس عقليۃ معطوب.,0
هدا بنادم واش يخدم,0
مازال ما دار عام مليكنتو تقولو (لا للعنصرية) على لي قتلوه ف امريكا .. (لا للعنصرية) تقولوها على البلدان الاخرى و بلادكم فيها مازالك عنصريين .. المهم.. الأمازيغية .. اصل ..كيان.. لغة و ليست أرض ..ان شاء الله يجيكم شوية علم لانكم في الجهل غارقون,0
ربي يحفظذ استااذ و الله ما كنت فاهمة والو ملي تبعت فيديوهاتك فالقسمة تعلمت بزااف عفايس ربي يعطيك ما تتمنى و رحمة الله على روح امك الطاهرة,1
انا عندي محل برندت في المسيلة,0
راهم يمهدوا باش يخرجوهم يعسوا على مصالح فرانسا و يخرجوهم و ماعلابالهم لا بشعب لا والو,0
ما فهمتش السولكينغ وش دخلو,0
"كان النبي صلى الله عليه وسلم يهوى الحريرة ويفضلها على كثير من صنوف الطعام – كذا صاحبكم, فهو من أشد عشّاق الحريرة-, ويدلّ على ذلك: ",0
وجوه زبي عنها رابي صالط عليكم يخي وجوه زك امشو نيك وجهكم حشا رجال,1
ديوث,1
اعطونا دليل كافي و وافي على تالفاز الذكي,0
"اصل""البسبوسه""تم صنعها علي ايدي العثمانيون ثم تبناها المصريون",0
Khobth,0
Wlh matahchmou yashab fitena,1
ماشاء الله لاقوة إلا بالله العلي العظيم، بالتوفيق وربي يعينك ويقويك وينصرك على العصابة المجرمة,0
خصني نوكيا مااا 😊,0
كنت كل مرة نطيحلو في يوتوب هذي خطرة بلوكاني أمير الفرنسي,0
متى تفتح نقطه البيع بوهران,0
Nik mok,1
أمين يارب العالمين ,0
روح تعطي يا لحاس الرونجاس,1
روح يا حكيم.. والله منسمحلك... ربي يحرقلك قلبك كيما احرقتلي قلبي... يا خاين العاهد... وكيلك ربييييي,1
واش دخلك بينا وبين الدولة تاعنا و انت واش ضرك عيش مع سيادك و قودلهم بززاف عليك يا خاين تفففووو,1
hadi hia l hdra,0
زيطوط الناطق الرسمي باسم الشعب الجزائري,0
Ghali 3liik sahbyy,1
ههههه...تحيا تونس.....فورا عليكم...يا جزايرييين....كرعين لمعييييز.,1
و لا واحد فيهم,0
بلاد لحبيقا 🖕🖕🖕,1
الاسفل,0
رد ديبلوماسي و من رجل بقلب ابيض و ليس كبنفليس بدأ بنقد و شتم . لانه فاشل و كان رجل فاشل في كل الرئاسيات التي رشح نفس فيها .,1
ولا دولة تعترف بشيطنتهم للرجال ,1
ماعليش قبايلي وماشي هاذوك كذا منا منهيه الي داو كامل الشاليهات والديار ووين تروح تلقاهم راكم  تعرفوهم بلا مانقول شكون بني هوهو كي مول الباجة 🙄🙄,1
ههههه فالصميم 😂😂🤣🤣🤣,0
الو,0
لانوا في الجزائر الحقرة والمعريفة والرشوة والكذب والنفاق منين يربحوا يسرقوا ولا واحد يخدم شهر يسلك مليون و واحد يلعب ماتش يسلك 300 مليون حرام في احرام,0
هاد وين كنت نتفرج في inception روعة,0
الف الف مبروك،لا تخافوا هناك رب كريم،عزيز ذو انتقام,0
ياخو حنا نميلو ومانطيحوش لغيرة تطق فيك برك يالعميق ,1
نظام عدو الشعب ✔️,1
سوة مماك الفايحة يا كلب فرنسا نعدين باباك الحركي,1
Tfouh,1
امين يارب العالمين,0
عيب عليك ا رخس,1
وش نعيف لاكوست ولي يلبسوها,1
هل هذا التطبيق يصلح لتلفاز بروند 32 سمارت. وشكرا,0
أستاذ ربراب رانا عارفين شكون لي كان يتحكم فاسوق السكر والزيت ورانا عارفين التهديد لي كونت كل يوم تسمع فيه هدو ولاد حرام حبو يمسحو كلش فيك,0
هادو تراميهم ما رحموهاش يرحمو باباهم ,1
"تستهل خويا كل خير ربي يوفقك 
والله وجيت انا نعطيلك جاءزة نوبل لصدق والمصداقية",0
نيك مك,1
roh ya zebi n3rfokom ki djo la capital tniko tswira f monuments dirha profil 3am w 12 chhar matbedlhach,1
ياخي مربع,1
راهم رايجين يعطوهانا  من مال باباك يا الطحان,1
غع دايرين كي سبي,1
لا فرق في العنصرية بين قهوي يطلق على العربي أو بلغاري يطلق على القبايلي … و كلاهما مصطلحين خبيثين و نفس المخبر من يروج لهما,0
كلنا ربراب و لي ماعجبوش الحال اخرج من صفحة تيعو,0
حمارة بغلة يقرة,1
"دعاء الزلزال :🙏
اللهم انك انت الله لا اله الا انت انت الغني ونحن الفقراء نحن عبيدك بنو عبيدك نواصينا بيدك ماض فينا حكمك عدل فينا قضاؤك لا ملجأ ولا منجا منك الا اليك اللهم ادفع عنا البلا والبراكين والزلازل والمحن وجميع الفتن ماظهر منها وما بطن 
سترك يارب لا حول ولا قوة الا بالله,🕌",0
كانو يبنيطو ب لاڨوش,1
خطرة تقولو يغتصبوهم في مركز عبلة و ذرك ولات في مركز شرطة...بركاونا من الخرطي,1
داير كي سبي سنة رابعة,1
هي حافلة خاصة بالمطارات و موجودة في الجزائر,0
 lma3toub,0
هذه هي بالذات الجزائر الجديدة,0
من ولاية الاغواط,0
نحبو مولودية وراك فشيخ ⁦✌️⁩⁦❤️⁩💚,1
"بطبيعة الحال هادا أصحاب الفايسبوك طلعوله قيمته. 
الأوساخ لازم الناس  متقيمهمش.",1
لا كاين حوايج يدخل العقل وكائن حوايج ميدخلوش حنا عندنا عقل نخم به ونعرف نفرق بين الحمر وبين الكحل ولحديث كياس ,0
@user بزاف😍,0
ان شاء الله يشفي كل مريض,0
والله. يانهارك..ما اتطل فيه الشمس,1
مبروووك عليك امير ديزاد ,0
جماعة جيب برك و الله يرزقك، كي تكون حالتك بسيطة طول ماشي لدرجة انك تعاني و نتا جايب 7 ولاد مطيشهم، خمموا يا جدكم ماتبقاوش تيريو برك، نشوفوا السوارا يجيو متشردين يجيبوا ولادهم غي باش يعطيوهم اقامة و مبعد يبقاو يطايشوا ماتتمصخرش,0
انا أعبد الله فقط🖤🖤,0
القبايل الاحرار والله ما يعملو هكذا انتوما ما تحبوش الخير للبلاد ربراب دراهمو يخرجوه,1
إن شاء الله ديما الجزائر في آمان,0
جاري البحث عن كبش فداء ههه لي عندوا كبش يعسوا,0
آمين يارب... الزلزال ضرب ولاية سكيكدة,0
فريت أوملاة بل البيض وزيد جودرونج تع المندرين,0
نتا راجل ربي يبارك اوما,0
خلونا في الدفئ,0
الوزراء  و الشياتين  دارو  جسر  إلى  فرنسا  لاولادهم  وبناتهم,1
تمنقيش,1
انا نعبد في الڨايد صالح مبعد بدلت راني نعبد في شنقريحة حتى ايبان كاش واحد واقف نزيد نعبدو,0
حياكم الله و بياكم يا أحرار,0
انا مفهمتش هذا الإعلام الفاسد كفاش ربراب دارولو كما كمال بوعكاس كاميرات ودنيا يشوهو في الناس وآخرين مشفناهمش كامل حداد مشفناهش اويحي زعما راحو الراجل خدام إعلام فاشل,1
Jibe maak pommada,0
النمل يأكل النمل و لي بقا يهمل....انا لله وانا اليه راجعون. ...اللهم ارحمهم,0
وين سجلت,0
المعطشوب 🔥,1
ولخر كفلش,0
😂أرض,0
المقاطعه فن لا تجيده الا الشعوب الواعيه,0
مزيد من النجاحات خويا أمير لعقوبة للإستقلال و الحرية و دولة الحق و القانون إنشاء الله ....✌🇩🇿,0
و ماذا عن الشركات و اموال paypal و الاموال اللتي وصلتك من بعض الدول العدوة خنزير 🐷 كبير تبقى خنزير ,1
ايه مع المقاطعة يا طحان، لانو علابالنا كلش تكنييك فهاذ لبلاد، و انت مزال ارقد على روحك، و عيط تحيا بو تبوون,1
اشتري تلفاز و تحصل على كيس شيواوااا,0
3lah matrohch tkawed ah chakam ga3 l 3am w nta la police nchallah yahakmouk la police w yeghtasbouk ta3 bsh,1
خلي هدرتك عندك الشعب راه واعي ويدير الحراك كل يوم وما يتبعش ناس كيما نتا ومشي نتا توريلنا وين راه الصح دبر على روحك الشعب فاق وراه فايق,1
ان شاوي مع ربراب,0
خاوتنا الشيعة,0
لالا حنا فينيقيين 😂,0
او عنوانكم اتقدم عندكم,0
انيك مرتك يا لفايح,1
يازبي معامن رانا عايشين 💔😔,1
ملا رسلي ترامك نكحل عليهم,1
انا حابة نربح,0
ممكن تزويدي,0
بكل توفيق لي مجمع سفتال,0
نك زبي اذا هاذي بلاد,1
هههه قستها و الله راك قسفتهم,0
علابالي شدة و تزول ، بصح ثقيلة و الله,0
Kouma lmghrib koune kante smitkoum france2,0
الجزائر كاع كرهاتك  يا البطار,1
آميــــــن يــــــارب العــالميــــــن,0
وجوه البغس و الرغس كنتم تقولون المنتخب لا يقنع في لعبه في خطته في في في.....الخ. و الان تغير كل شيء. سبحان الله,1
"الشعب لي خلاها مفقودة 
نفسي نفسي 
و ما قوم السميد عليكم ببعيد",0
تبون,0
قالها منانوك ف 2010 و صرات ف 2021 ,0
tarkhaf ya amira fr,1
موهبة.الخامجة.وي,1
رها فيتا عليك ,1
كلامها صحيح نسبيا كاين لي صح كيما قالت وكاين الله يبارك,0
ما كانش منها...أتقوا الله في أعراض الناس..,0
Vãläs MU hhjhhh techfalha,0
اصلها الاندلس,0
فريتملات بالبيض حهمممممممار,1
برطاجيو لختيتيل خليوه يفرح,0
نعبد ربي وبركاكم من التكعرير,1
مولودية نحبوها مانعبدوهاش ... الناس لي مراض بيها برك 😉,0
"واااو حنا داخلين 2021ومزال كاين عباد تسب بعضها ودير في الفتنة 
كانت باين تخلاص علينا هكا 😪💔",0
الله يرحمك يا زاير القحاب ولاو مشهورين علابيها فرنسا قعدت قرن وثلاثين سنة عطايين حاش الفحولة,1
من كتاب القراءة.  البناء. ......,0
هؤلاء الفقراء الباءسين ثمرة علاقة شرعية وليسو لقطاء امثالك,1
بلخف امنتهم,0
Mohim bntahom metrmin w ya3rfou yetwrkou yzhoulk zbk 😀😀😂😂😂,1
تكفي,0
 يتم تصنيع منتجاتنا  في الجزائر,0
منيش قبايلي بصح هوما لي يجيبولنا في حقنا ، الحق يقال,0
باينة تسكن في كاش دشرة يا القهوي,1
حاب يلعبها قافز زعمة حاوز البناء وكمل هو جات ريح كبيرة طاح واش بنا هو والي خدمو البناء مطاحش ....أيام الزمن الجميل,0
ان شاء الله في الاغواط,0
بالتوفيق سيد.. ربراب,0
الله لا يوفقهم كلاب.... حسبنا الله ونعم الوكيل فيهم,1
مطالعة الكتب تكون فيها انت كحبة القمح التي تسقى بماء المطر كلما زدنها الماء زادت سنابلها  ، كنت احلم ان اعيش في وطني واتزوج ببنت من بلدي لكن المانيا افضل بكثييير من بلدي لي عندوا خيط يعاونا .,0
لا حول ولا قوة الا بالله  مالقيت مانقووووووووووووول,0
القبايل ليست هي ربراب أو حداد القبايل هي عبان رمضان و كريم بلقاسم و عميروش ,1
يا الكلب راه جاي نهارك وتموت في شي زنقة في بلاد الكلاب يا الرخيس علبالي وين تسكن,1
"ياو تحبلك باه تلبس لاكوست و التيان حبيبي
لاريني برك تجيب شهرية باباك كاملة",1
امريكان وحدها عطاوها أكثر من 250 مليار دولار ومحسبتولهاش أيا يعطو لمعطوبي الجيش ومولاها ربي.,0
الله يبارك فيهم,0
ربي يهدي,0
طر يا المازدا هههه,1
سبحان الله...ذلك ربي وخلاك مظحكة,1
سبحان الله كي نقرى تعليق اول نعرف بلي اغلب تعليقات يتبعو تعليق اول ههههه,0
لازم الجهوية و العنصرية في شكوبيستان 😑😑😑,1
دولة مدنية مشي عسكرية ,0
التجهيزات الكهرومنزلية اللي عندي فالدار كامل كوندور وحتى البورطابلات ,0
البوليزاريو هو الاول هههههه ليموت الشعب الجزائري😥,0
الهم بارك في اموال كل من ساهم في إنجاز ه .,0
@user اللهم آمين\n\nاعلم ذلك\nسقسي المجرب لا تسقسي الطبيب\n\nسيأتي يوم وتتقبل بإذن الله \nخليك بين فينة واخرى ذكريها وبلطف,0
حداد.....اضربولو الشيته مليح,0
خخ ارض,1
الف مبروك، ربي ايوفقك و يحميك ان شاءالله,0
كيف الربح بالجواءز,0
يحبو يهدرو برك . لي ما يلحقش للعنب يقول قارص,0
الى الاسواق العالمية بكل جدارة وثقة,0
لالا يسيپورتيو شباب قسنطينة واهلي البرج ..... يا لي عندكم القنطة من 16,1
ربي يجعلك ديما قوية وربي ما إورينا فيك شر وربي يحفظك وإعاونك وإدوم عليك الصحة والعافية يارب هذاك هو الصح,1
هذو معكب++,1
ربي سبحانو لي راه معانا نكملو هكة سلمية ..سلمية والصامط لي يبقي ونحنا صامدون ايتها العصابة بادن الله سننتصر ...وتروح العصابة كاملة,1
Hachak ya lemwesekh,1
"إستعمار متعدد الجنسيات يا خويا يا خويا😂😂""",1
Sah kayna ,0
فريت اوملات..بلبيض..ههههههههههههه,0
حياكم الله,0
الله يرحمك يا الاخ رياض,0
مزيدا من الخير ربي يوفقك لما يحبه ويرضاه,0
مالي ستكون كارثية على من يتدخل فيها لا يخفى أن حرب الصحراء من أصعب الحروب إطلاقاً رغم تطور التكنولوجيا والاستخباراتي الفرنسي لم تستطيع حسم الأمر ستجد نفسك فى مستنقع ليس له اخر ولا اول,0
عيب عليك تهدري فل الاعراض انتاع الناس اوعيب عليك واش داك للوليدة نتاعو عيب علبك .احشمي,1
هدا حقهم وزيادة تاع الاطباء والاساتذة  وتاع سوناطراك وتاع الحرس بلدي والشرطة  هذي انت خلصتها من جيبك واقيل,1
داير كي الخصوة,1
اخى سخانى من علامة كندور متل لى فصورة لا يشتعل الا على الرقم 6 و 7 ما المشكلة,0
الي فهم يفهمني,0
ربي يحفظك استاد ,0
انني أشم رائحة هوارية 😷,1
"قال الله تعالى : لا تقتلوا اولادكم خشية املاق نحن نرزقكم و اياكم . صدق الله العظيم 
المقصود بالاملاق هو الفقر الشديد المدقع .",0
الوعي السياسي عندك زيرو ينمي 😂😂,1
مبروك عليك خونا هذا وين تزيد تهبل عبلة هههههه,0
 mon fils ton père Allah yarhmou sera fière de to,0
 jamais choufha 😂😂,0
القحط و ليس الجفاف ... و ما زال ربي يخلص,1
Wachbikom chkoun hada?,0
سمالي انت ابوك غني هكا باش جابك و ما خلاكش في خصيتيه,1
ربي يشوفنا بليجيمال يا البغل,1
روح يا قليط,1
الوهابية راهم يقولوا بلي دعاء الزلازل ماكاش منوا لم يورد فالكتاب و السنة,0
يامات او يجيبوك لبلاد,0
تقول ربراب رئيس دولة أخرى  سبحان الله اللي دار العيب يخلص يكون واش يكون,0
روح تعطي روح قسر في القهوة تسما حب يقول انت لي قولت لبلماضي على اللاعبين لي لعبو والتشكيلة لي دارها انت كلش بلماضي كان حضرة فوق طعام يا الغيور الحقود,1
اختر آلهتك بإفتخار ههههه,1
"متضامن معهم ربي يحفظهم ان شاء الله 
مخبرات إرهابية تسقط المافيا العسكرية",1
حبة في لسان ان شاء الله متتلاوا ما تداوا,1
لس كلام امرءة جزايرية مؤدبة ولو كنتي تحكي الحقيقة لا احد من ابناء الفاملية يستطيع تتبع كلامك الغير المؤدب ,1
@user بركاو من التخلاط وشي هاذ المصطلحات الغريبة قهوي روجي وردي موفي... سميو الأشخاص بأسمائها وحطو الأمور في نصابها حبسونا هاذ لهبال.,0
اذا ربراب سرق لازم يتحاسب .,0
Falabsa ou larna Ani m3ak mi fwach ysipourtiw ,0
كل شي مبروك وربي يحفظك ويحمك تحياتي لك,0
المهم السعودية تناكت عليها,1
تفوووووووووو عبك,1
@user @user وكتا سقسى عليا خويا عبد القادر\nغير كيما كنا حكينا مع بعض,0
هذه المبالغ ليست الا قطرة من بحر أمام المبالغ التي أخدتها العصابة والتي وعد الرئيس انه يعيدها وكذالك لا تساوي أي شيء أمام من يعمل يوم واحد كريس ويبقى مرتبه الشهري على حالو، لاحول ولا قوة الا بالله العلي العظيم,0
قولو شبعنا كذب,1
قالي ماكاش ديسبونيبل,0
جربتها شكراً,0
كل واحد يكسل رجليه على قد حصيرو,0
تحبوا تعيشوا ف ذل يا رخاس,1
اسمعوا يا اصحاب الفتنة كي القبايل كي العرب قاع تسكنوا في افريقيا و قاع تنتموا للعالم الثالث اما فالدين كاين عرب منافقين و كاين قبايل منافقين و كاين عرب متدينين و كاين قبايل متدينين,1
 Haa Fritte Omelette bel Bayde Ma therknach xD,0
نعيش راعي في دولة الاسلام خير من أكون ملكا في بلاد الكفر,0
السلام عليكم كاشما راهو خاصكم شيفور وزن خفيف وثقيل (ج),0
ههههههههه فريت املاتبالبيض,0
رخس عظيم حتى و ان كانت اختك تاع شراب ماترميهاش و نورمالمون انت لي تربي اختك و نزيدلك حاجة اختك شرفك ناس راهي تضحك عليك ماشي عليها هي ولية و ربي معاها,1
كاين غير الجزائر و تحيى الجزائر,0
اصل البوراك هو الدولة العثمانية,0
"هيهات ثم هيهات 
الإرهاب هوما و السراقين هوما وهذا لا غبار عليه",1
قال الله تعالى = ويحذركم الله نفسه والله رؤوف بالعباد = اللهم ردنا إليك ردا جميلا,0
شكرا يا كعبة,1
منشور عنصري ، سينيالي لاپاج,1
كاسكروط كباب و ساند ربراب 😉 زوامل ريحة الرجلة مافيهمش,1
Na3bed rabiiiii bayna e nhb mouloudia la3lam e free fire 😍😍😍,0
فريت اوملات بالبيض 😁,0
@user زعما كل بنادم غدار شكون لمليح في دنيا هذه,0
ترخخخخخخف,1
الغني هو الله matkounekch 3ago,0
نيكموك اعسلة من لخر نتا عطاي كبير,1
ان شاء الله تكون حقيقة و ليس كذب,1
بالبركة عليك تستهل كل خير,0
C est bien amir bsahtek le diplôm,0
المعطوب طبعا 😂😂,0
@user مليح مليح ،،، حتى أنا حبستهم مدة عام و زيادة مي دروك وليت نشربهم خطرة على خطرة ، ماكاش كيما الماء سيرتو الصباح على الريق,0
"صااااااندويش فريت أوملات بالبيض 
ههههههه",0
بابا عندو لوقان منين نسوقها يحبسوني لبوليس ........ يقولولي نتا كلونديستان خخخخخخ تجيب غير البلا الدسيا تعكم,0
السلام عليكم عرضكم رائع اذا نويتم الصدقة في اي نوع من الات الالكترومينجي فانا هنا وبالتوفيق ان شاء الله ورزقكم الله من فضله المال الحال,0
Chkon qalk haka🤔khtk!! Roh hawes aela babak ,1
